"CODE","PT","RELATIONSHIP_TO_TARGET","TARGET_CODE","TARGET_TERM","TARGET_TERM_TYPE","TARGET_TERMINOLOGY","TARGET_TERMINOLOGY_VERSION"
"C3556","Malignant Uterine Corpus Neoplasm","Related To","182.8","Malignant neoplasm of other specified sites of body of uterus","PT","ICD9CM 2014","N/A"
"C3556","Malignant Uterine Corpus Neoplasm","Has Synonym","182","Malignant neoplasm of body of uterus","PT","ICD9CM 2014","N/A"
"C3556","Malignant Uterine Corpus Neoplasm","Related To","182.0","Malignant neoplasm of corpus uteri, except isthmus","PT","ICD9CM 2014","N/A"
"C3642","Grade III Prostatic Intraepithelial Neoplasia","Related To","233.4","Carcinoma in situ of prostate","PT","ICD9CM 2014","N/A"
"C7525","Malignant Renal Pelvis Neoplasm","Has Synonym","189.1","Malignant neoplasm of renal pelvis","PT","ICD9CM 2014","N/A"
"C7379","Malignant Anal Neoplasm","Related To","154.3","Malignant neoplasm of anus, unspecified","PT","ICD9CM 2014","N/A"
"C7379","Malignant Anal Neoplasm","Broader Than","154.2","Malignant neoplasm of anal canal","PT","ICD9CM 2014","N/A"
"C3552","Malignant Uterine Neoplasm","Related To","179","Malignant neoplasm of uterus, part unspecified","PT","ICD9CM 2014","N/A"
"C3552","Malignant Uterine Neoplasm","Broader Than","182.1","Malignant neoplasm of isthmus","PT","ICD9CM 2014","N/A"
"C3562","Malignant Orbit Neoplasm","Has Synonym","190.1","Malignant neoplasm of orbit","PT","ICD9CM 2014","N/A"
"C34808","Mass","Related To","789.30","Abdominal or pelvic swelling, mass, or lump, unspecified site","PT","ICD9CM 2014","N/A"
"C34808","Mass","Related To","786.6","Swelling, mass, or lump in chest","PT","ICD9CM 2014","N/A"
"C34808","Mass","Related To","782.2","Localized superficial swelling, mass, or lump","PT","ICD9CM 2014","N/A"
"C34808","Mass","Related To","784.2","Swelling, mass, or lump in head and neck","PT","ICD9CM 2014","N/A"
"C3483","Chronic Leukemia","Related To","208.1","Leukemia of unspecified cell type, chronic","PT","ICD9CM 2014","N/A"
"C3483","Chronic Leukemia","Related To","208.10","Chronic leukemia of unspecified cell type without mention of having achieved remission","PT","ICD9CM 2014","N/A"
"C8991","Malignant Mastocytosis","Has Synonym","202.6","Malignant mast cell tumors","PT","ICD9CM 2014","N/A"
"C3575","Malignant Endocrine Neoplasm","Related To","194.8","Malignant neoplasm of other endocrine glands and related structures","PT","ICD9CM 2014","N/A"
"C3575","Malignant Endocrine Neoplasm","Related To","194.9","Malignant neoplasm of endocrine gland, site unspecified","PT","ICD9CM 2014","N/A"
"C3575","Malignant Endocrine Neoplasm","Related To","194","Malignant neoplasm of other endocrine glands and related structures","PT","ICD9CM 2014","N/A"
"C8615","Metastatic Malignant Neoplasm in the Abdominal Cavity","Related To","197.8","Secondary malignant neoplasm of other digestive organs and spleen","PT","ICD9CM 2014","N/A"
"C8615","Metastatic Malignant Neoplasm in the Abdominal Cavity","Related To","197.6","Secondary malignant neoplasm of retroperitoneum and peritoneum","PT","ICD9CM 2014","N/A"
"C26956","Hodgkin's Paragranuloma","Has Synonym","201.0","Hodgkin's paragranuloma","PT","ICD9CM 2014","N/A"
"C26956","Hodgkin's Paragranuloma","Related To","201.00","Hodgkin's paragranuloma, unspecified site, extranodal and solid organ sites","PT","ICD9CM 2014","N/A"
"C120456","Malignant Kidney Neoplasm Except Pelvis","Has Synonym","189.0","Malignant neoplasm of kidney, except pelvis","PT","ICD9CM 2014","N/A"
"C6914","Hodgkin's Granuloma","Has Synonym","201.1","Hodgkin's granuloma","PT","ICD9CM 2014","N/A"
"C7480","Malignant Fallopian Tube Neoplasm","Has Synonym","183.2","Malignant neoplasm of fallopian tube","PT","ICD9CM 2014","N/A"
"C6557","Schwannomatosis","Has Synonym","237.73","Schwannomatosis","PT","ICD9CM 2014","N/A"
"C154624","Healthcare Encounter","Related To","V58.89","Encounter for other specified aftercare","PT","ICD9CM 2014","N/A"
"C2870","Aplastic Anemia","Related To","284.9","Aplastic anemia, unspecified","PT","ICD9CM 2014","N/A"
"C49651","Healthy Subject","Related To","V65.0","Healthy person accompanying sick person","PT","ICD9CM 2014","N/A"
"C49651","Healthy Subject","Related To","V70.7","Examination of participant in clinical trial for normal comparison or control in clinical research","PT","ICD9CM 2014","N/A"
"C7420","Malignant Rectosigmoid Neoplasm","Has Synonym","154.0","Malignant neoplasm of rectosigmoid junction","PT","ICD9CM 2014","N/A"
"C7420","Malignant Rectosigmoid Neoplasm","Related To","153.3","Malignant neoplasm of sigmoid colon","PT","ICD9CM 2014","N/A"
"C9301","Central Nervous System Lymphoma","Has Synonym","200.5","Primary central nervous system lymphoma","PT","ICD9CM 2014","N/A"
"C3538","Malignant Peritoneal Neoplasm","Related To","158.9","Malignant neoplasm of peritoneum, unspecified","PT","ICD9CM 2014","N/A"
"C3538","Malignant Peritoneal Neoplasm","Related To","158.8","Malignant neoplasm of specified parts of peritoneum","PT","ICD9CM 2014","N/A"
"C3524","Malignant Posterior Tongue Neoplasm","Related To","141.5","Malignant neoplasm of junctional zone of tongue","PT","ICD9CM 2014","N/A"
"C3524","Malignant Posterior Tongue Neoplasm","Has Synonym","141.0","Malignant neoplasm of base of tongue","PT","ICD9CM 2014","N/A"
"C7547","Malignant Penile Neoplasm","Broader Than","187.2","Malignant neoplasm of glans penis","PT","ICD9CM 2014","N/A"
"C7547","Malignant Penile Neoplasm","Related To","187.4","Malignant neoplasm of penis, part unspecified","PT","ICD9CM 2014","N/A"
"C7547","Malignant Penile Neoplasm","Broader Than","187.3","Malignant neoplasm of body of penis","PT","ICD9CM 2014","N/A"
"C9297","Malignant Urinary System Neoplasm","Related To","189.8","Malignant neoplasm of other specified sites of urinary organs","PT","ICD9CM 2014","N/A"
"C9297","Malignant Urinary System Neoplasm","Related To","189.9","Malignant neoplasm of urinary organ, site unspecified","PT","ICD9CM 2014","N/A"
"C9297","Malignant Urinary System Neoplasm","Related To","189","Malignant neoplasm of kidney and other and unspecified urinary organs","PT","ICD9CM 2014","N/A"
"C4628","Malignant Meningeal Neoplasm","Broader Than","192.1","Malignant neoplasm of cerebral meninges","PT","ICD9CM 2014","N/A"
"C3160","Letterer-Siwe Disease","Has Synonym","202.5","Letterer-Siwe disease","PT","ICD9CM 2014","N/A"
"C3098","Hepatitis C Infection","Broader Than","070.54","Chronic hepatitis C without mention of hepatic coma","PT","ICD9CM 2014","N/A"
"C9343","Bone Neoplasm","Related To","238.0","Neoplasm of uncertain behavior of bone and articular cartilage","PT","ICD9CM 2014","N/A"
"C9294","Histiocytic and Dendritic Cell Neoplasm","Related To","202.93","Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving intra-abdominal lymph nodes","PT","ICD9CM 2014","N/A"
"C9294","Histiocytic and Dendritic Cell Neoplasm","Related To","202","Other malignant neoplasms of lymphoid and histiocytic tissue","PT","ICD9CM 2014","N/A"
"C9294","Histiocytic and Dendritic Cell Neoplasm","Related To","202.90","Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites","PT","ICD9CM 2014","N/A"
"C9294","Histiocytic and Dendritic Cell Neoplasm","Related To","202.9","Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue","PT","ICD9CM 2014","N/A"
"C50764","Lymphadenopathy","Has Synonym","785.6","Enlargement of lymph nodes","PT","ICD9CM 2014","N/A"
"C4957","Benign Neoplasm of the Meninges","Broader Than","225.2","Benign neoplasm of cerebral meninges","PT","ICD9CM 2014","N/A"
"C8561","Malignant Male Reproductive System Neoplasm","Related To","187.8","Malignant neoplasm of other specified sites of male genital organs","PT","ICD9CM 2014","N/A"
"C8561","Malignant Male Reproductive System Neoplasm","Broader Than","187","Malignant neoplasm of penis and other male genital organs","PT","ICD9CM 2014","N/A"
"C8561","Malignant Male Reproductive System Neoplasm","Related To","187.9","Malignant neoplasm of male genital organ, site unspecified","PT","ICD9CM 2014","N/A"
"C15194","Bone Marrow Transplantation","Related To","41.98","Other operations on bone marrow","PT","ICD9CM 2014","N/A"
"C15194","Bone Marrow Transplantation","Related To","41.00","Bone marrow transplant, not otherwise specified","PT","ICD9CM 2014","N/A"
"C3525","Malignant Parotid Gland Neoplasm","Has Synonym","142.0","Malignant neoplasm of parotid gland","PT","ICD9CM 2014","N/A"
"C147065","Metastatic Neuroendocrine Tumor","Related To","209.79","Secondary neuroendocrine tumor of other sites","PT","ICD9CM 2014","N/A"
"C147065","Metastatic Neuroendocrine Tumor","Related To","209.7","Secondary neuroendocrine tumors","PT","ICD9CM 2014","N/A"
"C147065","Metastatic Neuroendocrine Tumor","Related To","209.70","Secondary neuroendocrine tumor, unspecified site","PT","ICD9CM 2014","N/A"
"C3355","Respiratory System Neoplasm","Broader Than","235.7","Neoplasm of uncertain behavior of trachea, bronchus, and lung","PT","ICD9CM 2014","N/A"
"C3355","Respiratory System Neoplasm","Broader Than","239.1","Neoplasm of unspecified nature of respiratory system","PT","ICD9CM 2014","N/A"
"C8531","Benign Respiratory System Neoplasm","Broader Than","212.3","Benign neoplasm of bronchus and lung","PT","ICD9CM 2014","N/A"
"C7543","Malignant Ureter Neoplasm","Has Synonym","189.2","Malignant neoplasm of ureter","PT","ICD9CM 2014","N/A"
"C7543","Malignant Ureter Neoplasm","Broader Than","188.6","Malignant neoplasm of ureteric orifice","PT","ICD9CM 2014","N/A"
"C27467","Stage 0 Lung Cancer AJCC v6 and v7","Related To","231.2","Carcinoma in situ of bronchus and lung","PT","ICD9CM 2014","N/A"
"C26850","Pharyngeal Disorder","Related To","478.29","Other diseases of pharynx or nasopharynx","PT","ICD9CM 2014","N/A"
"C26850","Pharyngeal Disorder","Related To","478.20","Unspecified disease of pharynx","PT","ICD9CM 2014","N/A"
"C26850","Pharyngeal Disorder","Related To","474.9","Unspecified chronic disease of tonsils and adenoids","PT","ICD9CM 2014","N/A"
"C4880","Benign Bone Neoplasm","Broader Than","213.8","Benign neoplasm of short bones of lower limb","PT","ICD9CM 2014","N/A"
"C34803","Primary Malignant Liver Neoplasm","Has Synonym","155.0","Malignant neoplasm of liver, primary","PT","ICD9CM 2014","N/A"
"C7502","Malignant Vulvar Neoplasm","Related To","184.4","Malignant neoplasm of vulva, unspecified","PT","ICD9CM 2014","N/A"
"C2901","Bladder Neoplasm","Broader Than","236.7","Neoplasm of uncertain behavior of bladder","PT","ICD9CM 2014","N/A"
"C2901","Bladder Neoplasm","Broader Than","239.4","Neoplasm of unspecified nature of bladder","PT","ICD9CM 2014","N/A"
"C3640","Stage 0 Skin Cancer","Related To","232.9","Carcinoma in situ of skin, site unspecified","PT","ICD9CM 2014","N/A"
"C3640","Stage 0 Skin Cancer","Related To","232.3","Carcinoma in situ of skin of other and unspecified parts of face","PT","ICD9CM 2014","N/A"
"C4788","Malignant Nervous System Neoplasm","Related To","192.8","Malignant neoplasm of other specified sites of nervous system","PT","ICD9CM 2014","N/A"
"C4788","Malignant Nervous System Neoplasm","Related To","192","Malignant neoplasm of other and unspecified parts of nervous system","PT","ICD9CM 2014","N/A"
"C4788","Malignant Nervous System Neoplasm","Related To","192.9","Malignant neoplasm of nervous system, part unspecified","PT","ICD9CM 2014","N/A"
"C3555","Malignant Placental Neoplasm","Has Synonym","181","Malignant neoplasm of placenta","PT","ICD9CM 2014","N/A"
"C3553","Malignant Endocervical Neoplasm","Has Synonym","180.0","Malignant neoplasm of endocervix","PT","ICD9CM 2014","N/A"
"C4358","Eyelid Melanoma","Related To","172.1","Malignant melanoma of skin of eyelid, including canthus","PT","ICD9CM 2014","N/A"
"C4015","Metastatic Malignant Neoplasm in the Central Nervous System","Related To","198.3","Secondary malignant neoplasm of brain and spinal cord","PT","ICD9CM 2014","N/A"
"C35180","Digestive System Carcinoma In Situ","Has Synonym","230","Carcinoma in situ of digestive organs","PT","ICD9CM 2014","N/A"
"C3638","Stage 0 Colon Cancer AJCC v6 and v7","Narrower Than","230.3","Carcinoma in situ of colon","PT","ICD9CM 2014","N/A"
"C4769","Malignant Pituitary Gland Neoplasm","Narrower Than","194.3","Malignant neoplasm of pituitary gland and craniopharyngeal duct","PT","ICD9CM 2014","N/A"
"C4782","Benign Pituitary Gland Neoplasm","Narrower Than","227.3","Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)","PT","ICD9CM 2014","N/A"
"C3243","Multiple Sclerosis","Has Synonym","340","Multiple sclerosis","PT","ICD9CM 2014","N/A"
"C3554","Malignant Exocervical Neoplasm","Has Synonym","180.1","Malignant neoplasm of exocervix","PT","ICD9CM 2014","N/A"
"C3580","Metastatic Malignant Neoplasm in the Bone","Related To","198.5","Secondary malignant neoplasm of bone and bone marrow","PT","ICD9CM 2014","N/A"
"C18020","Diagnostic Procedure","Related To","85.19","Other diagnostic procedures on breast","PT","ICD9CM 2014","N/A"
"C18020","Diagnostic Procedure","Related To","48.29","Other diagnostic procedures on rectum, rectosigmoid and perirectal tissue","PT","ICD9CM 2014","N/A"
"C4758","Metastatic Malignant Neoplasm in the Liver","Related To","197.7","Malignant neoplasm of liver, specified as secondary","PT","ICD9CM 2014","N/A"
"C3809","Neuroendocrine Neoplasm","Has Synonym","209","Neuroendocrine tumors","PT","ICD9CM 2014","N/A"
"C53684","Benign Connective and Soft Tissue Neoplasm","Related To","215.9","Other benign neoplasm of connective and other soft tissue, site unspecified","PT","ICD9CM 2014","N/A"
"C53684","Benign Connective and Soft Tissue Neoplasm","Related To","215.5","Other benign neoplasm of connective and other soft tissue of abdomen","PT","ICD9CM 2014","N/A"
"C8614","Hepatobiliary Neoplasm","Broader Than","235.3","Neoplasm of uncertain behavior of liver and biliary passages","PT","ICD9CM 2014","N/A"
"C7788","Stage 0 Gastric Cancer AJCC v6 and v7","Narrower Than","230.2","Carcinoma in situ of stomach","PT","ICD9CM 2014","N/A"
"C15546","Breast Cancer Screening","Related To","V76.10","Breast screening, unspecified","PT","ICD9CM 2014","N/A"
"C15546","Breast Cancer Screening","Related To","V76.11","Screening mammogram for high-risk patient","PT","ICD9CM 2014","N/A"
"C9316","Malignant Oral Neoplasm","Related To","149.8","Malignant neoplasm of other sites within the lip and oral cavity","PT","ICD9CM 2014","N/A"
"C9316","Malignant Oral Neoplasm","Related To","149","Malignant neoplasm of other and ill-defined sites within the lip, oral cavity, and pharynx","PT","ICD9CM 2014","N/A"
"C9316","Malignant Oral Neoplasm","Related To","149.9","Malignant neoplasm of ill-defined sites within the lip and oral cavity","PT","ICD9CM 2014","N/A"
"C96413","Brain Disorder","Related To","348.9","Unspecified condition of brain","PT","ICD9CM 2014","N/A"
"C2910","Breast Neoplasm","Broader Than","239.3","Neoplasm of unspecified nature of breast","PT","ICD9CM 2014","N/A"
"C2910","Breast Neoplasm","Broader Than","238.3","Neoplasm of uncertain behavior of breast","PT","ICD9CM 2014","N/A"
"C3531","Malignant Pyriform Fossa Neoplasm","Has Synonym","148.1","Malignant neoplasm of pyriform sinus","PT","ICD9CM 2014","N/A"
"C3535","Malignant Neoplasm of the Lower Third of the Esophagus","Has Synonym","150.5","Malignant neoplasm of lower third of esophagus","PT","ICD9CM 2014","N/A"
"C3569","Malignant Cerebellar Neoplasm","Related To","191.6","Malignant neoplasm of cerebellum NOS","PT","ICD9CM 2014","N/A"
"C3548","Malignant Cardiac Neoplasm","Has Synonym","164.1","Malignant neoplasm of heart","PT","ICD9CM 2014","N/A"
"C3541","Malignant Ethmoid Sinus Neoplasm","Has Synonym","160.3","Malignant neoplasm of ethmoidal sinus","PT","ICD9CM 2014","N/A"
"C3377","Soft Tissue Neoplasm","Related To","238.1","Neoplasm of uncertain behavior of connective and other soft tissue","PT","ICD9CM 2014","N/A"
"C3570","Malignant Brain Stem Neoplasm","Has Synonym","191.7","Malignant neoplasm of brain stem","PT","ICD9CM 2014","N/A"
"C7510","Malignant Thyroid Gland Neoplasm","Has Synonym","193","Malignant neoplasm of thyroid gland","PT","ICD9CM 2014","N/A"
"C139005","Nodal Peripheral T-Cell Lymphoma of T Follicular Helper Cell Origin","Related To","202.75","Peripheral T-cell lymphoma involving lymph nodes of inguinal region and lower limb","PT","ICD9CM 2014","N/A"
"C139005","Nodal Peripheral T-Cell Lymphoma of T Follicular Helper Cell Origin","Related To","202.78","Peripheral T-cell lymphoma involving lymph nodes of multiple sites","PT","ICD9CM 2014","N/A"
"C4781","Benign Brain Neoplasm","Has Synonym","225.0","Benign neoplasm of brain","PT","ICD9CM 2014","N/A"
"C4038","Lung Carcinoid Tumor","Related To","209.61","Benign carcinoid tumor of the bronchus and lung","PT","ICD9CM 2014","N/A"
"C35524","Leukocytosis","Related To","288.60","Leukocytosis, unspecified","PT","ICD9CM 2014","N/A"
"C3298","Osteoporosis","Related To","733.00","Osteoporosis, unspecified","PT","ICD9CM 2014","N/A"
"C132448","Blood Donor","Related To","V59.09","Other blood donor","PT","ICD9CM 2014","N/A"
"C123611","PSA Progression","Has Synonym","790.93","Elevated prostate specific antigen [PSA]","PT","ICD9CM 2014","N/A"
"C3372","Skin Neoplasm","Broader Than","238.2","Neoplasm of uncertain behavior of skin","PT","ICD9CM 2014","N/A"
"C3573","Malignant Pineal Region Neoplasm","Has Synonym","194.4","Malignant neoplasm of pineal gland","PT","ICD9CM 2014","N/A"
"C2963","Cranial Nerve Neoplasm","Broader Than","225.1","Benign neoplasm of cranial nerves","PT","ICD9CM 2014","N/A"
"C4984","Ovarian Neoplasm","Broader Than","236.2","Neoplasm of uncertain behavior of ovary","PT","ICD9CM 2014","N/A"
"C7481","Gallbladder Malignant Neoplasm","Has Synonym","156.0","Malignant neoplasm of gallbladder","PT","ICD9CM 2014","N/A"
"C7545","Malignant Pharyngeal Neoplasm","Related To","149.0","Malignant neoplasm of pharynx, unspecified","PT","ICD9CM 2014","N/A"
"C9329","Malignant Cecum Neoplasm","Has Synonym","153.4","Malignant neoplasm of cecum","PT","ICD9CM 2014","N/A"
"C89550","Stage 0 Cervical Cancer AJCC v7","Narrower Than","233.1","Carcinoma in situ of cervix uteri","PT","ICD9CM 2014","N/A"
"C26810","Laryngeal Disorder","Related To","478.79","Other diseases of larynx, not elsewhere classified","PT","ICD9CM 2014","N/A"
"C26810","Laryngeal Disorder","Related To","478.70","Unspecified disease of larynx","PT","ICD9CM 2014","N/A"
"C4638","Small Intestinal Neuroendocrine Tumor G1","Related To","209.0","Malignant carcinoid tumors of the small intestine","PT","ICD9CM 2014","N/A"
"C4138","Appendix Neuroendocrine Tumor G1","Related To","209.11","Malignant carcinoid tumor of the appendix","PT","ICD9CM 2014","N/A"
"C34620","Foreign Body","Broader Than","933.0","Foreign body in pharynx","PT","ICD9CM 2014","N/A"
"C34620","Foreign Body","Broader Than","934.9","Foreign body in respiratory tree, unspecified","PT","ICD9CM 2014","N/A"
"C3559","Malignant Spermatic Cord Neoplasm","Has Synonym","187.6","Malignant neoplasm of spermatic cord","PT","ICD9CM 2014","N/A"
"C3588","Acute Myeloid Leukemia in Remission","Has Synonym","205.01","Acute myeloid leukemia in remission","PT","ICD9CM 2014","N/A"
"C6786","Malignant Eyelid Neoplasm","Related To","173.1","Other and unspecified malignant neoplasm of skin of eyelid, including canthus","PT","ICD9CM 2014","N/A"
"C6786","Malignant Eyelid Neoplasm","Related To","173.10","Unspecified malignant neoplasm of eyelid, including canthus","PT","ICD9CM 2014","N/A"
"C5783","Liver Neuroendocrine Tumor","Related To","209.72","Secondary neuroendocrine tumor of liver","PT","ICD9CM 2014","N/A"
"C4962","Malignant Thymus Neoplasm","Has Synonym","164.0","Malignant neoplasm of thymus","PT","ICD9CM 2014","N/A"
"C7378","Malignant Prostate Neoplasm","Has Synonym","185","Malignant neoplasm of prostate","PT","ICD9CM 2014","N/A"
"C7418","Malignant Rectal Neoplasm","Has Synonym","154.1","Malignant neoplasm of rectum","PT","ICD9CM 2014","N/A"
"C4836","Malignant Epiglottis Neoplasm","Broader Than","146.4","Malignant neoplasm of anterior aspect of epiglottis","PT","ICD9CM 2014","N/A"
"C45551","Lung Atypical Carcinoid Tumor","Related To","209.21","Malignant carcinoid tumor of the bronchus and lung","PT","ICD9CM 2014","N/A"
"C4042","Lip Squamous Cell Carcinoma","Has Synonym","173.02","Squamous cell carcinoma of skin of lip","PT","ICD9CM 2014","N/A"
"C28286","Insomnia","Related To","780.52","Insomnia, unspecified","PT","ICD9CM 2014","N/A"
"C3545","Malignant Supraglottis Neoplasm","Has Synonym","161.1","Malignant neoplasm of supraglottis","PT","ICD9CM 2014","N/A"
"C3534","Malignant Neoplasm of the Middle Third of the Esophagus","Has Synonym","150.4","Malignant neoplasm of middle third of esophagus","PT","ICD9CM 2014","N/A"
"C3533","Malignant Neoplasm of the Upper Third of the Esophagus","Has Synonym","150.3","Malignant neoplasm of upper third of esophagus","PT","ICD9CM 2014","N/A"
"C3546","Malignant Subglottis Neoplasm","Has Synonym","161.2","Malignant neoplasm of subglottis","PT","ICD9CM 2014","N/A"
"C3572","Malignant Spinal Cord Neoplasm","Has Synonym","192.2","Malignant neoplasm of spinal cord","PT","ICD9CM 2014","N/A"
"C5547","Rectal Neuroendocrine Tumor G1","Related To","209.17","Malignant carcinoid tumor of the rectum","PT","ICD9CM 2014","N/A"
"C4458","Benign Thymus Neoplasm","Has Synonym","212.6","Benign neoplasm of thymus","PT","ICD9CM 2014","N/A"
"C4981","Chronic Graft Versus Host Disease","Has Synonym","279.52","Chronic graft-versus-host disease","PT","ICD9CM 2014","N/A"
"C7507","Malignant Urethral Neoplasm","Has Synonym","189.3","Malignant neoplasm of urethra","PT","ICD9CM 2014","N/A"
"C7410","Malignant Vaginal Neoplasm","Has Synonym","184.0","Malignant neoplasm of vagina","PT","ICD9CM 2014","N/A"
"C8547","Metastatic Malignant Neoplasm in the Nervous System","Related To","198.4","Secondary malignant neoplasm of other parts of nervous system","PT","ICD9CM 2014","N/A"
"C9346","Malignant Tracheal Neoplasm","Has Synonym","162.0","Malignant neoplasm of trachea","PT","ICD9CM 2014","N/A"
"C4787","Benign Digestive System Neoplasm","Broader Than","211.4","Benign neoplasm of rectum and anal canal","PT","ICD9CM 2014","N/A"
"C4853","Stage 0 Rectal Cancer AJCC v6 and v7","Narrower Than","230.4","Carcinoma in situ of rectum","PT","ICD9CM 2014","N/A"
"C3196","Liver and Intrahepatic Bile Duct Disorder","Related To","573.9","Unspecified disorder of liver","PT","ICD9CM 2014","N/A"
"C39842","Urachal Carcinoma","Has Synonym","188.7","Malignant neoplasm of urachus","PT","ICD9CM 2014","N/A"
"C7511","Metastatic Malignant Neoplasm in the Breast","Related To","198.81","Secondary malignant neoplasm of breast","PT","ICD9CM 2014","N/A"
"C9333","Malignant Appendix Neoplasm","Has Synonym","153.5","Malignant neoplasm of appendix vermiformis","PT","ICD9CM 2014","N/A"
"C3274","Neurofibromatosis Type 2","Has Synonym","237.72","Neurofibromatosis, type 2 [acoustic neurofibromatosis]","PT","ICD9CM 2014","N/A"
"C9293","Central Nervous System Neoplasm","Broader Than","237.5","Neoplasm of uncertain behavior of brain and spinal cord","PT","ICD9CM 2014","N/A"
"C15399","Radical Prostatectomy","Has Synonym","60.5","Radical prostatectomy","PT","ICD9CM 2014","N/A"
"C2895","Benign Ovarian Neoplasm","Has Synonym","220","Benign neoplasm of ovary","PT","ICD9CM 2014","N/A"
"C4762","Malignant Major Salivary Gland Neoplasm","Has Synonym","142","Malignant neoplasm of major salivary glands","PT","ICD9CM 2014","N/A"
"C4918","Malignant Nasal Cavity Neoplasm","Has Synonym","160.0","Malignant neoplasm of nasal cavities","PT","ICD9CM 2014","N/A"
"C3430","Urinary System Disorder","Related To","593.9","Unspecified disorder of kidney and ureter","PT","ICD9CM 2014","N/A"
"C35177","Malignant Uvula Neoplasm","Has Synonym","145.4","Malignant neoplasm of uvula","PT","ICD9CM 2014","N/A"
"C3540","Malignant Maxillary Sinus Neoplasm","Has Synonym","160.2","Malignant neoplasm of maxillary sinus","PT","ICD9CM 2014","N/A"
"C3526","Malignant Submandibular Gland Neoplasm","Has Synonym","142.1","Malignant neoplasm of submandibular gland","PT","ICD9CM 2014","N/A"
"C3544","Malignant Glottis Neoplasm","Has Synonym","161.0","Malignant neoplasm of glottis","PT","ICD9CM 2014","N/A"
"C3529","Malignant Soft Palate Neoplasm","Has Synonym","145.3","Malignant neoplasm of soft palate","PT","ICD9CM 2014","N/A"
"C3536","Malignant Ampulla of Vater Neoplasm","Has Synonym","156.2","Malignant neoplasm of ampulla of Vater","PT","ICD9CM 2014","N/A"
"C3528","Malignant Hard Palate Neoplasm","Has Synonym","145.2","Malignant neoplasm of hard palate","PT","ICD9CM 2014","N/A"
"C3566","Malignant Choroid Neoplasm","Has Synonym","190.6","Malignant neoplasm of choroid","PT","ICD9CM 2014","N/A"
"C35823","Splenic Disorder","Related To","289.59","Other diseases of spleen","PT","ICD9CM 2014","N/A"
"C6061","Malignant Anterior Tongue Neoplasm","Related To","141.4","Malignant neoplasm of anterior two-thirds of tongue, part unspecified","PT","ICD9CM 2014","N/A"
"C7483","Malignant Extrahepatic Bile Duct Neoplasm","Has Synonym","156.1","Malignant neoplasm of extrahepatic bile ducts","PT","ICD9CM 2014","N/A"
"C9328","Malignant Duodenal Neoplasm","Has Synonym","152.0","Malignant neoplasm of duodenum","PT","ICD9CM 2014","N/A"
"C9320","Malignant Buccal Mucosa Neoplasm","Has Synonym","145.0","Malignant neoplasm of cheek mucosa","PT","ICD9CM 2014","N/A"
"C4572","Malignant Intestinal Neoplasm","Related To","159.0","Malignant neoplasm of intestinal tract, part unspecified","PT","ICD9CM 2014","N/A"
"C3811","Malignant Salivary Gland Neoplasm","Related To","142.9","Malignant neoplasm of salivary gland, unspecified","PT","ICD9CM 2014","N/A"
"C3587","Chronic Lymphocytic Leukemia in Remission","Has Synonym","204.11","Chronic lymphoid leukemia in remission","PT","ICD9CM 2014","N/A"
"C3543","Malignant Sphenoid Sinus Neoplasm","Has Synonym","160.5","Malignant neoplasm of sphenoidal sinus","PT","ICD9CM 2014","N/A"
"C3628","Benign Thyroid Gland Neoplasm","Has Synonym","226","Benign neoplasm of thyroid glands","PT","ICD9CM 2014","N/A"
"C5629","Metastatic Malignant Neoplasm in the Skin","Related To","198.2","Secondary malignant neoplasm of skin","PT","ICD9CM 2014","N/A"
"C138187","Haploidentical Hematopoietic Cell Transplantation","Related To","00.91","Transplant from live related donor","PT","ICD9CM 2014","N/A"
"C156715","Malignant Pelvic Neoplasm","Has Synonym","195.3","Malignant neoplasm of pelvis","PT","ICD9CM 2014","N/A"
"C3586","Acute Lymphoblastic Leukemia in Remission","Has Synonym","204.01","Acute lymphoid leukemia in remission","PT","ICD9CM 2014","N/A"
"C6724","Malignant Chest Wall Bone Neoplasm","Broader Than","170.3","Malignant neoplasm of ribs, sternum, and clavicle","PT","ICD9CM 2014","N/A"
"C79541","Bladder Obstruction","Broader Than","596.0","Bladder neck obstruction","PT","ICD9CM 2014","N/A"
"C4978","Malignant Colorectal Neoplasm","Related To","153.8","Malignant neoplasm of other specified sites of large intestine","PT","ICD9CM 2014","N/A"
"C148427","Recurrent Acute Myeloid Leukemia","Has Synonym","205.02","Myeloid leukemia, acute in relapse","PT","ICD9CM 2014","N/A"
"C118392","Nonunion of Bone","Related To","733.82","Nonunion of fracture","PT","ICD9CM 2014","N/A"
"C6427","Ascending Colon Neuroendocrine Tumor G1","Related To","209.13","Malignant carcinoid tumor of the ascending colon","PT","ICD9CM 2014","N/A"
"C7065","Lymphocytic Neoplasm","Related To","203.8","Other immunoproliferative neoplasms","PT","ICD9CM 2014","N/A"
"C4763","Malignant Neoplasm of the Cervical Esophagus","Has Synonym","150.0","Malignant neoplasm of cervical esophagus","PT","ICD9CM 2014","N/A"
"C3300","Ovarian Cyst","Related To","620.2","Other and unspecified ovarian cyst","PT","ICD9CM 2014","N/A"
